txn_id,checkout_dt,item_id,patron_id,checkout_location,loan_policy_days,collection,subject,due_dt,patron_group,risk_profile,renewal_count,return_dt,is_returned,is_late,late_days
T0010276,2024-06-29,I001594,P000337,Main,28,Book,Medicine,2024-07-27,Undergrad,low,0,2024-07-24,True,False,0.0
T0010277,2025-03-13,I005136,P000371,Main,28,Book,HSS,2025-04-10,Undergrad,low,0,2025-04-08,True,False,0.0
T0010278,2025-05-25,I001147,P000162,Main,7,DVD,Business,2025-06-01,Grad,low,0,2025-05-29,True,False,0.0
T0010279,2025-02-01,I004999,P002541,Main,7,DVD,HSS,2025-02-08,Undergrad,low,1,2025-02-05,True,False,0.0
T0010280,2025-12-09,I002097,P002092,Main,28,Book,HSS,2026-01-06,Undergrad,medium,1,2026-01-07,True,True,1.0
T0010281,2024-05-13,I000731,P002861,Main,28,Book,STEM,2024-06-10,Undergrad,high,1,2024-06-09,True,False,0.0
T0010282,2025-02-22,I004969,P002790,Main,1,CourseReserve,Law,2025-02-23,Staff,low,2,2025-02-23,True,False,0.0
T0010283,2025-07-05,I001166,P000552,Main,7,DVD,HSS,2025-07-12,Undergrad,low,0,2025-07-11,True,False,0.0
T0010284,2024-07-01,I005443,P002890,Main,28,Book,HSS,2024-07-29,Staff,medium,0,2024-07-28,True,False,0.0
T0010285,2024-01-31,I002567,P001561,Main,28,Book,Arts,2024-02-28,Undergrad,low,0,2024-02-26,True,False,0.0
T0010286,2024-06-29,I003539,P002826,Main,28,Book,HSS,2024-07-27,Undergrad,medium,0,,False,False,0.0
T0010287,2024-01-05,I001026,P000164,Main,28,Book,STEM,2024-02-02,Undergrad,low,0,2024-02-02,True,False,0.0
T0010288,2024-12-04,I005411,P000812,Main,28,Book,HSS,2025-01-01,Grad,low,0,2024-12-29,True,False,0.0
T0010289,2024-02-01,I003038,P002453,Main,1,CourseReserve,Medicine,2024-02-02,Undergrad,low,0,2024-01-31,True,False,0.0
T0010290,2025-07-14,I002825,P002509,Main,28,Book,Medicine,2025-08-11,Staff,low,0,2025-08-09,True,False,0.0
T0010291,2025-10-27,I003760,P001107,Main,7,DVD,STEM,2025-11-03,Undergrad,low,1,,False,False,0.0
T0010292,2024-09-04,I000909,P002855,Main,28,Book,Medicine,2024-10-02,Undergrad,low,1,2024-09-30,True,False,0.0
T0010293,2025-03-04,I004452,P001374,Main,28,Book,Arts,2025-04-01,Grad,low,2,2025-03-30,True,False,0.0
T0010294,2025-09-08,I001923,P000250,Main,28,Book,HSS,2025-10-06,Community,low,1,,False,False,0.0
T0010295,2024-07-25,I003631,P000332,Main,28,Book,HSS,2024-08-22,Community,high,1,2024-08-24,True,True,2.0
T0010296,2025-05-28,I002706,P000938,Main,7,DVD,STEM,2025-06-04,Undergrad,low,1,2025-06-02,True,False,0.0
T0010297,2025-10-23,I003713,P002040,Main,28,Book,HSS,2025-11-20,Undergrad,medium,2,2025-11-18,True,False,0.0
T0010298,2025-05-13,I001463,P001062,Main,28,Book,Arts,2025-06-10,Undergrad,low,0,2025-06-07,True,False,0.0
T0010299,2025-05-09,I003073,P000984,Main,28,Book,STEM,2025-06-06,Staff,medium,0,2025-06-03,True,False,0.0
T0010300,2024-03-17,I001570,P001787,Main,28,Book,HSS,2024-04-14,Grad,low,1,2024-04-12,True,False,0.0
T0010301,2024-04-23,I005422,P000430,Main,28,Book,HSS,2024-05-21,Grad,low,2,2024-05-18,True,False,0.0
T0010302,2025-03-03,I001252,P001640,Main,28,Book,Arts,2025-03-31,Grad,medium,1,2025-03-29,True,False,0.0
T0010303,2024-05-16,I001152,P001521,Main,7,DVD,HSS,2024-05-23,Undergrad,low,1,2024-05-21,True,False,0.0
T0010304,2024-12-09,I005317,P001965,Main,28,Book,STEM,2025-01-06,Faculty,medium,2,2025-01-06,True,False,0.0
T0010305,2025-10-07,I000970,P001846,Main,28,Book,STEM,2025-11-04,Undergrad,medium,1,2025-11-04,True,False,0.0
T0010306,2025-11-29,I003871,P002777,Main,28,Book,HSS,2025-12-27,Undergrad,medium,0,2025-12-26,True,False,0.0
T0010307,2024-11-04,I000092,P002707,Main,28,Book,Business,2024-12-02,Grad,medium,1,2024-12-04,True,True,2.0
T0010308,2024-04-17,I005616,P001810,Main,7,DVD,Business,2024-04-24,Undergrad,low,1,,False,False,0.0
T0010309,2025-11-04,I000476,P002214,Main,1,CourseReserve,Arts,2025-11-05,Staff,low,0,2025-11-02,True,False,0.0
T0010310,2024-12-10,I004789,P001112,Main,28,Book,Business,2025-01-07,Grad,low,1,2025-01-04,True,False,0.0
T0010311,2024-08-15,I003008,P002991,Main,28,Book,STEM,2024-09-12,Staff,low,0,2024-09-09,True,False,0.0
T0010312,2025-12-27,I001010,P000252,Main,28,Book,HSS,2026-01-24,Faculty,low,2,2026-01-21,True,False,0.0
T0010313,2025-10-26,I000971,P000645,Main,28,Book,HSS,2025-11-23,Undergrad,low,0,2025-11-20,True,False,0.0
T0010314,2024-11-16,I001257,P002331,Main,28,Book,HSS,2024-12-14,Undergrad,medium,0,2024-12-14,True,False,0.0
T0010315,2024-02-06,I000273,P002437,Main,7,DVD,HSS,2024-02-13,Grad,low,0,2024-02-11,True,False,0.0
T0010316,2025-03-01,I000160,P000009,Main,28,Book,Medicine,2025-03-29,Undergrad,low,1,,False,False,0.0
T0010317,2025-06-06,I002375,P002503,Main,28,Book,STEM,2025-07-04,Undergrad,high,1,2025-07-08,True,True,4.0
T0010318,2024-01-04,I000023,P002799,Main,28,Book,Medicine,2024-02-01,Undergrad,low,0,2024-01-30,True,False,0.0
T0010319,2024-09-11,I005840,P000588,Main,28,Book,HSS,2024-10-09,Faculty,low,2,2024-10-08,True,False,0.0
T0010320,2024-03-08,I003996,P002981,Main,28,Book,Medicine,2024-04-05,Undergrad,low,2,2024-04-03,True,False,0.0
T0010321,2025-10-13,I001658,P001133,Main,28,Book,Law,2025-11-10,Grad,high,1,2025-11-09,True,False,0.0
T0010322,2024-01-30,I001208,P002011,Main,28,Book,STEM,2024-02-27,Faculty,high,2,2024-02-29,True,True,2.0
T0010323,2025-11-29,I004070,P000550,Main,7,DVD,Medicine,2025-12-06,Staff,medium,0,2025-12-04,True,False,0.0
T0010324,2024-01-26,I004495,P001015,Main,28,Book,Law,2024-02-23,Community,low,0,2024-02-23,True,False,0.0
T0010325,2024-01-25,I003588,P000533,Main,28,Book,STEM,2024-02-22,Undergrad,high,0,2024-02-28,True,True,6.0
T0010326,2024-11-17,I004879,P000653,Main,28,Book,HSS,2024-12-15,Undergrad,medium,1,2024-12-14,True,False,0.0
T0010327,2024-09-25,I002984,P000216,Main,7,DVD,STEM,2024-10-02,Undergrad,low,0,2024-09-30,True,False,0.0
T0010328,2024-02-04,I003609,P000361,Main,1,CourseReserve,HSS,2024-02-05,Faculty,medium,0,2024-02-03,True,False,0.0
T0010329,2025-08-16,I003713,P000401,Main,28,Book,HSS,2025-09-13,Faculty,medium,2,2025-09-13,True,False,0.0
T0010330,2024-02-16,I004764,P000177,Main,28,Book,HSS,2024-03-15,Undergrad,low,0,,False,False,0.0
T0010331,2024-02-13,I004620,P000473,Main,7,DVD,HSS,2024-02-20,Undergrad,medium,1,2024-02-19,True,False,0.0
T0010332,2024-12-22,I005123,P001366,Main,28,Book,STEM,2025-01-19,Grad,low,2,2025-01-18,True,False,0.0
T0010333,2024-09-23,I005118,P001464,Main,28,Book,STEM,2024-10-21,Faculty,medium,1,2024-10-22,True,True,1.0
T0010334,2024-04-11,I005019,P000685,Main,28,Book,STEM,2024-05-09,Grad,medium,2,2024-05-08,True,False,0.0
T0010335,2024-03-28,I002457,P002909,Main,28,Book,Law,2024-04-25,Undergrad,medium,0,2024-04-25,True,False,0.0
T0010336,2025-12-12,I000760,P000555,Main,7,DVD,HSS,2025-12-19,Grad,low,2,2025-12-16,True,False,0.0
T0010337,2025-04-13,I004471,P000801,Main,3,Laptop,STEM,2025-04-16,Grad,low,0,2025-04-14,True,False,0.0
T0010338,2024-05-29,I005277,P000675,Main,28,Book,HSS,2024-06-26,Undergrad,high,0,2024-06-26,True,False,0.0
T0010339,2024-09-04,I004059,P000360,Main,3,Laptop,STEM,2024-09-07,Undergrad,low,1,2024-09-05,True,False,0.0
T0010340,2025-04-26,I005806,P002461,Main,28,Book,HSS,2025-05-24,Community,low,0,2025-05-22,True,False,0.0
T0010341,2024-03-03,I004959,P000344,Main,28,Book,STEM,2024-03-31,Grad,low,0,2024-03-31,True,False,0.0
T0010342,2024-09-28,I005931,P001014,Main,28,Book,Law,2024-10-26,Undergrad,high,0,2024-11-01,True,True,6.0
T0010343,2024-01-20,I003150,P001092,Main,28,Book,STEM,2024-02-17,Undergrad,medium,0,2024-02-15,True,False,0.0
T0010344,2025-03-16,I000582,P001421,Main,1,CourseReserve,Arts,2025-03-17,Staff,medium,0,2025-03-17,True,False,0.0
T0010345,2025-09-27,I000385,P002254,Main,28,Book,STEM,2025-10-25,Faculty,low,2,2025-10-22,True,False,0.0
T0010346,2025-10-28,I001720,P002078,Main,28,Book,Arts,2025-11-25,Undergrad,low,0,2025-11-22,True,False,0.0
T0010347,2025-04-14,I003067,P000450,Main,28,Book,HSS,2025-05-12,Undergrad,low,1,2025-05-10,True,False,0.0
T0010348,2025-08-28,I005647,P000693,Main,28,Book,STEM,2025-09-25,Undergrad,low,1,2025-09-24,True,False,0.0
T0010349,2025-07-25,I001718,P002277,Main,28,Book,Arts,2025-08-22,Undergrad,low,0,2025-08-23,True,True,1.0
T0010350,2024-01-15,I001079,P000606,Main,28,Book,STEM,2024-02-12,Undergrad,low,0,2024-02-12,True,False,0.0
T0010351,2024-05-02,I004021,P002286,Main,28,Book,HSS,2024-05-30,Grad,low,2,2024-05-27,True,False,0.0
T0010352,2024-02-17,I001342,P001767,Main,28,Book,STEM,2024-03-16,Undergrad,low,0,2024-03-14,True,False,0.0
T0010353,2024-08-08,I004268,P001910,Main,28,Book,STEM,2024-09-05,Undergrad,low,1,2024-09-02,True,False,0.0
T0010354,2024-03-01,I002638,P002883,Main,28,Book,STEM,2024-03-29,Grad,low,1,2024-03-27,True,False,0.0
T0010355,2025-01-07,I001879,P001178,Main,28,Book,Law,2025-02-04,Undergrad,low,1,2025-02-04,True,False,0.0
T0010356,2024-05-17,I000249,P001341,Main,1,CourseReserve,Business,2024-05-18,Faculty,low,0,2024-05-16,True,False,0.0
T0010357,2024-05-01,I000935,P000811,Main,28,Book,Arts,2024-05-29,Undergrad,low,0,2024-05-27,True,False,0.0
T0010358,2025-12-21,I003940,P001613,Main,28,Book,Business,2026-01-18,Undergrad,low,1,2026-01-19,True,True,1.0
T0010359,2025-11-05,I001829,P000349,Main,7,DVD,STEM,2025-11-12,Undergrad,low,1,2025-11-10,True,False,0.0
T0010360,2024-05-22,I004508,P000731,Main,28,Book,STEM,2024-06-19,Undergrad,medium,1,2024-06-19,True,False,0.0
T0010361,2024-05-27,I004778,P000366,Main,28,Book,Business,2024-06-24,Undergrad,low,1,2024-06-22,True,False,0.0
T0010362,2025-06-24,I001381,P002560,Main,28,Book,STEM,2025-07-22,Undergrad,high,1,2025-07-27,True,True,5.0
T0010363,2025-04-22,I004533,P002590,Main,28,Book,Arts,2025-05-20,Undergrad,medium,0,2025-05-18,True,False,0.0
T0010364,2024-08-23,I000211,P002179,Main,28,Book,STEM,2024-09-20,Undergrad,medium,1,2024-09-18,True,False,0.0
T0010365,2025-10-04,I001445,P002915,Main,7,DVD,STEM,2025-10-11,Undergrad,low,0,2025-10-09,True,False,0.0
T0010366,2024-03-28,I005440,P000074,Main,7,DVD,Business,2024-04-04,Community,low,1,2024-04-02,True,False,0.0
T0010367,2025-08-06,I001774,P001751,Main,1,CourseReserve,HSS,2025-08-07,Undergrad,medium,0,2025-08-06,True,False,0.0
T0010368,2025-10-31,I000711,P002814,Main,28,Book,HSS,2025-11-28,Undergrad,low,0,2025-11-25,True,False,0.0
T0010369,2024-04-17,I003028,P002056,Main,28,Book,HSS,2024-05-15,Staff,low,1,2024-05-13,True,False,0.0
T0010370,2025-02-10,I004107,P002973,Main,1,CourseReserve,HSS,2025-02-11,Undergrad,low,0,2025-02-09,True,False,0.0
T0010371,2024-02-10,I003907,P001584,Main,28,Book,Medicine,2024-03-09,Faculty,medium,2,2024-03-06,True,False,0.0
T0010372,2025-08-28,I005141,P000549,Main,28,Book,Business,2025-09-25,Grad,low,1,2025-09-25,True,False,0.0
T0010373,2025-06-18,I002219,P001676,Main,7,DVD,HSS,2025-06-25,Grad,low,1,2025-06-23,True,False,0.0
T0010374,2024-12-11,I001693,P000147,Main,28,Book,HSS,2025-01-08,Undergrad,medium,0,2025-01-10,True,True,2.0
T0010375,2024-08-16,I005963,P002587,Main,28,Book,HSS,2024-09-13,Community,medium,0,2024-09-10,True,False,0.0
T0010376,2024-05-08,I000816,P001692,Main,28,Book,HSS,2024-06-05,Undergrad,low,1,2024-06-02,True,False,0.0
T0010377,2025-06-13,I002127,P000509,Main,28,Book,HSS,2025-07-11,Undergrad,low,0,2025-07-08,True,False,0.0
T0010378,2025-05-18,I005836,P001471,Main,28,Book,HSS,2025-06-15,Undergrad,low,1,2025-06-13,True,False,0.0
T0010379,2025-01-15,I001963,P001099,Main,7,DVD,HSS,2025-01-22,Undergrad,low,0,,False,False,0.0
T0010380,2024-04-11,I002345,P001179,Main,1,CourseReserve,Arts,2024-04-12,Undergrad,medium,0,2024-04-11,True,False,0.0
T0010381,2024-02-06,I001262,P001230,Main,7,DVD,HSS,2024-02-13,Undergrad,medium,1,2024-02-12,True,False,0.0
T0010382,2024-01-24,I004397,P000326,Main,28,Book,STEM,2024-02-21,Faculty,medium,2,2024-02-20,True,False,0.0
T0010383,2025-10-15,I002518,P000740,Main,28,Book,Arts,2025-11-12,Faculty,low,2,2025-11-10,True,False,0.0
T0010384,2024-03-29,I001818,P000561,Main,28,Book,Arts,2024-04-26,Faculty,low,1,2024-04-26,True,False,0.0
T0010385,2024-12-22,I005514,P000071,Main,28,Book,STEM,2025-01-19,Undergrad,high,1,2025-01-17,True,False,0.0
T0010386,2025-09-07,I001175,P002092,Main,28,Book,HSS,2025-10-05,Undergrad,medium,1,2025-10-04,True,False,0.0
T0010387,2024-12-05,I001320,P002429,Main,28,Book,Arts,2025-01-02,Grad,high,1,2025-01-05,True,True,3.0
T0010388,2024-01-09,I003766,P001635,Main,28,Book,HSS,2024-02-06,Grad,low,1,2024-02-04,True,False,0.0
T0010389,2025-08-27,I004050,P000698,Main,28,Book,Arts,2025-09-24,Faculty,medium,1,2025-09-22,True,False,0.0
T0010390,2024-03-08,I001326,P001833,Main,28,Book,HSS,2024-04-05,Grad,medium,1,2024-04-09,True,True,4.0
T0010391,2025-01-06,I004186,P000009,Main,28,Book,STEM,2025-02-03,Undergrad,low,0,2025-02-01,True,False,0.0
T0010392,2025-09-04,I004141,P002540,Main,28,Book,HSS,2025-10-02,Undergrad,low,0,2025-09-29,True,False,0.0
T0010393,2025-02-19,I001669,P002767,Main,28,Book,Medicine,2025-03-19,Undergrad,low,2,2025-03-16,True,False,0.0
T0010394,2024-05-22,I002974,P001604,Main,28,Book,HSS,2024-06-19,Undergrad,high,0,,False,False,0.0
T0010395,2024-03-30,I004571,P000298,Main,28,Book,Law,2024-04-27,Grad,low,2,2024-04-25,True,False,0.0
T0010396,2025-12-22,I004035,P001912,Main,28,Book,Law,2026-01-19,Undergrad,medium,2,2026-01-16,True,False,0.0
T0010397,2024-07-10,I003970,P000864,Main,28,Book,HSS,2024-08-07,Undergrad,low,1,2024-08-04,True,False,0.0
T0010398,2024-01-11,I003877,P001465,Main,28,Book,HSS,2024-02-08,Grad,low,1,2024-02-05,True,False,0.0
T0010399,2024-10-08,I002199,P002377,Main,28,Book,STEM,2024-11-05,Staff,low,0,2024-11-02,True,False,0.0
T0010400,2025-06-25,I002323,P001790,Main,28,Book,HSS,2025-07-23,Grad,high,1,2025-07-28,True,True,5.0
T0010401,2024-11-05,I002592,P002829,Main,7,DVD,HSS,2024-11-12,Grad,low,1,2024-11-11,True,False,0.0
T0010402,2024-04-23,I002685,P000846,Main,28,Book,STEM,2024-05-21,Undergrad,medium,0,2024-05-21,True,False,0.0
T0010403,2024-05-18,I002489,P000094,Main,28,Book,HSS,2024-06-15,Staff,low,0,2024-06-12,True,False,0.0
T0010404,2025-06-07,I004098,P001564,Main,28,Book,Business,2025-07-05,Grad,low,0,2025-07-02,True,False,0.0
T0010405,2025-11-18,I005499,P001129,Main,28,Book,HSS,2025-12-16,Grad,high,2,2025-12-17,True,True,1.0
T0010406,2024-07-31,I000630,P000313,Main,28,Book,Law,2024-08-28,Undergrad,low,0,2024-08-25,True,False,0.0
T0010407,2025-11-15,I005643,P001506,Main,28,Book,STEM,2025-12-13,Staff,low,1,2025-12-12,True,False,0.0
T0010408,2024-04-01,I004186,P002514,Main,28,Book,STEM,2024-04-29,Undergrad,low,2,2024-04-28,True,False,0.0
T0010409,2024-03-07,I000661,P000628,Main,28,Book,STEM,2024-04-04,Staff,medium,0,2024-04-03,True,False,0.0
T0010410,2024-05-01,I000030,P000920,Main,28,Book,HSS,2024-05-29,Undergrad,medium,1,2024-05-26,True,False,0.0
T0010411,2024-10-21,I001140,P000949,Main,28,Book,HSS,2024-11-18,Staff,low,2,2024-11-15,True,False,0.0
T0010412,2025-01-25,I000826,P001254,Main,3,Laptop,Business,2025-01-28,Undergrad,low,1,2025-01-26,True,False,0.0
T0010413,2024-06-19,I005292,P000249,Main,28,Book,HSS,2024-07-17,Undergrad,medium,0,,False,False,0.0
T0010414,2024-02-28,I005616,P002698,Main,7,DVD,Business,2024-03-06,Undergrad,medium,1,2024-03-04,True,False,0.0
T0010415,2025-06-27,I000280,P002068,Main,7,DVD,HSS,2025-07-04,Undergrad,high,0,2025-07-06,True,True,2.0
T0010416,2024-08-17,I000703,P001986,Main,28,Book,STEM,2024-09-14,Undergrad,low,1,2024-09-12,True,False,0.0
T0010417,2025-02-02,I003647,P000720,Main,28,Book,Business,2025-03-02,Undergrad,medium,0,2025-02-28,True,False,0.0
T0010418,2025-07-28,I004068,P001214,Main,1,CourseReserve,Business,2025-07-29,Staff,low,0,2025-07-28,True,False,0.0
T0010419,2024-03-16,I002399,P000172,Main,28,Book,Medicine,2024-04-13,Staff,low,0,2024-04-10,True,False,0.0
T0010420,2025-01-09,I002441,P001373,Main,28,Book,HSS,2025-02-06,Undergrad,low,0,2025-02-04,True,False,0.0
T0010421,2025-09-14,I001774,P000356,Main,1,CourseReserve,HSS,2025-09-15,Undergrad,medium,0,2025-09-18,True,True,3.0
T0010422,2024-09-30,I005817,P000290,Main,28,Book,STEM,2024-10-28,Undergrad,high,1,2024-10-26,True,False,0.0
T0010423,2025-01-22,I004886,P001332,Main,3,Laptop,Law,2025-01-25,Undergrad,medium,0,2025-01-23,True,False,0.0
T0010424,2025-11-22,I001667,P000810,Main,28,Book,Law,2025-12-20,Grad,low,1,2025-12-18,True,False,0.0
T0010425,2025-07-06,I004071,P002676,Main,28,Book,Arts,2025-08-03,Undergrad,medium,1,2025-08-01,True,False,0.0
T0010426,2024-10-20,I001826,P000406,Main,28,Book,Medicine,2024-11-17,Undergrad,low,1,2024-11-15,True,False,0.0
T0010427,2024-04-13,I002036,P002503,Main,28,Book,HSS,2024-05-11,Undergrad,high,2,2024-05-13,True,True,2.0
T0010428,2024-08-03,I002750,P001861,Main,28,Book,HSS,2024-08-31,Undergrad,low,0,2024-08-29,True,False,0.0
T0010429,2025-02-07,I005995,P002106,Main,28,Book,Arts,2025-03-07,Undergrad,medium,1,2025-03-06,True,False,0.0
T0010430,2024-04-29,I003287,P000809,Main,28,Book,Law,2024-05-27,Undergrad,medium,1,2024-05-25,True,False,0.0
T0010431,2024-09-28,I003177,P000443,Main,28,Book,HSS,2024-10-26,Staff,low,0,2024-10-24,True,False,0.0
T0010432,2025-04-20,I005861,P002867,Main,28,Book,Arts,2025-05-18,Grad,low,2,2025-05-16,True,False,0.0
T0010433,2025-11-16,I002865,P002142,Main,28,Book,HSS,2025-12-14,Grad,high,2,2025-12-16,True,True,2.0
T0010434,2024-06-14,I004936,P000353,Main,28,Book,HSS,2024-07-12,Undergrad,medium,1,2024-07-11,True,False,0.0
T0010435,2024-07-16,I000702,P001261,Main,28,Book,Business,2024-08-13,Faculty,low,2,2024-08-10,True,False,0.0
T0010436,2025-05-13,I001364,P000181,Main,28,Book,Medicine,2025-06-10,Undergrad,low,1,2025-06-09,True,False,0.0
T0010437,2024-03-27,I000662,P002517,Main,1,CourseReserve,STEM,2024-03-28,Undergrad,medium,0,,False,False,0.0
T0010438,2024-04-28,I004319,P001745,Main,28,Book,Law,2024-05-26,Undergrad,low,1,2024-05-26,True,False,0.0
T0010439,2024-05-04,I003143,P002142,Main,28,Book,Arts,2024-06-01,Grad,high,0,2024-06-02,True,True,1.0
T0010440,2025-04-18,I001309,P000372,Main,28,Book,Business,2025-05-16,Undergrad,medium,1,2025-05-16,True,False,0.0
T0010441,2024-12-09,I004184,P000002,Main,28,Book,STEM,2025-01-06,Undergrad,medium,1,2025-01-07,True,True,1.0
T0010442,2024-03-28,I005239,P000154,Main,28,Book,STEM,2024-04-25,Grad,low,2,,False,False,0.0
T0010443,2024-08-04,I001808,P000091,Main,28,Book,Medicine,2024-09-01,Undergrad,low,0,2024-08-30,True,False,0.0
T0010444,2024-12-05,I002593,P001657,Main,28,Book,STEM,2025-01-02,Undergrad,medium,2,2024-12-31,True,False,0.0
T0010445,2024-08-28,I001553,P000048,Main,7,DVD,Law,2024-09-04,Community,low,0,2024-09-02,True,False,0.0
T0010446,2024-11-06,I004321,P001081,Main,28,Book,STEM,2024-12-04,Undergrad,medium,0,2024-12-03,True,False,0.0
T0010447,2025-11-07,I000379,P000809,Main,7,DVD,Arts,2025-11-14,Undergrad,medium,1,2025-11-14,True,False,0.0
T0010448,2025-12-09,I000793,P002789,Main,28,Book,STEM,2026-01-06,Undergrad,low,1,2026-01-06,True,False,0.0
T0010449,2025-12-26,I003444,P002649,Main,1,CourseReserve,STEM,2025-12-27,Faculty,low,0,2025-12-24,True,False,0.0
T0010450,2024-01-19,I004379,P000591,Main,28,Book,Business,2024-02-16,Staff,medium,0,2024-02-19,True,True,3.0
T0010451,2025-06-04,I005605,P002149,Main,28,Book,STEM,2025-07-02,Undergrad,low,0,2025-07-02,True,False,0.0
T0010452,2025-11-19,I004415,P002815,Main,28,Book,Arts,2025-12-17,Grad,medium,1,2025-12-15,True,False,0.0
T0010453,2025-10-29,I002108,P000353,Main,3,Laptop,STEM,2025-11-01,Undergrad,medium,1,2025-11-01,True,False,0.0
T0010454,2024-01-18,I003190,P002803,Main,7,DVD,Business,2024-01-25,Community,low,0,2024-01-22,True,False,0.0
T0010455,2025-08-27,I004731,P000172,Main,28,Book,STEM,2025-09-24,Staff,low,2,2025-09-22,True,False,0.0
T0010456,2024-12-04,I004961,P001848,Main,28,Book,HSS,2025-01-01,Undergrad,medium,0,2024-12-29,True,False,0.0
T0010457,2025-09-24,I000927,P002352,Main,28,Book,STEM,2025-10-22,Undergrad,medium,2,2025-10-20,True,False,0.0
T0010458,2025-06-05,I000198,P000017,Main,3,Laptop,Medicine,2025-06-08,Undergrad,low,1,2025-06-06,True,False,0.0
T0010459,2024-11-22,I004445,P002251,Main,28,Book,HSS,2024-12-20,Undergrad,low,0,2024-12-17,True,False,0.0
T0010460,2024-08-18,I004676,P000054,Main,3,Laptop,Business,2024-08-21,Faculty,medium,2,2024-08-20,True,False,0.0
T0010461,2024-01-01,I002299,P002063,Main,28,Book,HSS,2024-01-29,Undergrad,medium,0,2024-01-30,True,True,1.0
T0010462,2025-01-29,I004706,P000105,Main,28,Book,STEM,2025-02-26,Undergrad,medium,1,2025-02-26,True,False,0.0
T0010463,2024-10-26,I000182,P001200,Main,28,Book,HSS,2024-11-23,Undergrad,medium,1,2024-11-21,True,False,0.0
T0010464,2024-09-16,I004306,P001442,Main,28,Book,Business,2024-10-14,Faculty,low,1,2024-10-11,True,False,0.0
T0010465,2024-12-10,I003224,P000103,Main,28,Book,HSS,2025-01-07,Community,low,0,,False,False,0.0
T0010466,2024-12-15,I002862,P001740,Main,28,Book,Business,2025-01-12,Staff,low,0,2025-01-10,True,False,0.0
T0010467,2025-02-24,I004034,P000555,Main,1,CourseReserve,Medicine,2025-02-25,Grad,low,1,2025-02-23,True,False,0.0
T0010468,2025-04-23,I003673,P001713,Main,28,Book,STEM,2025-05-21,Faculty,low,2,2025-05-18,True,False,0.0
T0010469,2024-04-27,I005070,P001633,Main,28,Book,STEM,2024-05-25,Undergrad,low,0,2024-05-24,True,False,0.0
T0010470,2024-06-11,I002805,P000620,Main,28,Book,Law,2024-07-09,Grad,low,1,2024-07-07,True,False,0.0
T0010471,2024-12-03,I000363,P001361,Main,28,Book,HSS,2024-12-31,Undergrad,low,2,2024-12-31,True,False,0.0
T0010472,2024-07-29,I001127,P001498,Main,28,Book,HSS,2024-08-26,Undergrad,low,1,2024-08-25,True,False,0.0
T0010473,2025-08-18,I004313,P000406,Main,28,Book,Arts,2025-09-15,Undergrad,low,0,2025-09-12,True,False,0.0
T0010474,2024-12-19,I000356,P001213,Main,28,Book,Arts,2025-01-16,Undergrad,low,1,2025-01-15,True,False,0.0
T0010475,2025-01-25,I003009,P002944,Main,28,Book,STEM,2025-02-22,Undergrad,medium,2,2025-02-22,True,False,0.0
T0010476,2025-02-12,I005071,P000602,Main,28,Book,HSS,2025-03-12,Undergrad,high,0,2025-03-12,True,False,0.0
T0010477,2025-06-16,I005002,P001706,Main,28,Book,HSS,2025-07-14,Undergrad,low,0,2025-07-13,True,False,0.0
T0010478,2025-05-28,I001106,P002595,Main,28,Book,HSS,2025-06-25,Undergrad,medium,1,2025-06-24,True,False,0.0
T0010479,2025-05-14,I001865,P002966,Main,1,CourseReserve,HSS,2025-05-15,Faculty,medium,0,2025-05-16,True,True,1.0
T0010480,2024-02-28,I003778,P000359,Main,28,Book,Arts,2024-03-27,Undergrad,low,1,2024-03-25,True,False,0.0
T0010481,2025-07-14,I005527,P000070,Main,28,Book,HSS,2025-08-11,Undergrad,high,0,2025-08-12,True,True,1.0
T0010482,2025-08-16,I000584,P002158,Main,28,Book,HSS,2025-09-13,Grad,medium,1,2025-09-11,True,False,0.0
T0010483,2025-04-12,I003121,P000343,Main,28,Book,Medicine,2025-05-10,Undergrad,low,1,2025-05-07,True,False,0.0
T0010484,2025-09-25,I004102,P001585,Main,28,Book,Law,2025-10-23,Undergrad,low,1,2025-10-20,True,False,0.0
T0010485,2024-08-25,I000533,P002537,Main,1,CourseReserve,Arts,2024-08-26,Grad,low,0,2024-08-24,True,False,0.0
T0010486,2024-02-26,I004103,P002925,Main,28,Book,Arts,2024-03-25,Undergrad,low,2,2024-03-22,True,False,0.0
T0010487,2024-08-25,I001306,P001117,Main,7,DVD,Arts,2024-09-01,Undergrad,high,0,2024-09-04,True,True,3.0
T0010488,2025-06-10,I004005,P002864,Main,28,Book,STEM,2025-07-08,Grad,low,1,2025-07-05,True,False,0.0
T0010489,2025-08-04,I001022,P000805,Main,28,Book,Business,2025-09-01,Faculty,low,1,2025-08-29,True,False,0.0
T0010490,2025-03-26,I002667,P001329,Main,28,Book,Law,2025-04-23,Undergrad,medium,1,2025-04-22,True,False,0.0
T0010491,2024-04-30,I005692,P002960,Main,28,Book,STEM,2024-05-28,Undergrad,high,1,2024-05-30,True,True,2.0
T0010492,2025-06-25,I004690,P000375,Main,1,CourseReserve,HSS,2025-06-26,Staff,low,0,2025-06-24,True,False,0.0
T0010493,2024-01-08,I002762,P002501,Main,28,Book,Law,2024-02-05,Faculty,low,2,2024-02-03,True,False,0.0
