item_id,collection,subject,loan_policy_days,home_location
I001704,Book,STEM,28,Main
I001705,Book,HSS,28,Main
I001706,Book,HSS,28,Main
I001707,Book,STEM,28,Main
I001708,Book,Business,28,Main
I001709,Book,STEM,28,Main
I001710,Book,Medicine,28,Main
I001711,Book,HSS,28,Main
I001712,Book,STEM,28,Main
I001713,DVD,HSS,7,Main
I001714,Book,STEM,28,Main
I001715,Book,HSS,28,Main
I001716,CourseReserve,Arts,1,Main
I001717,Book,HSS,28,Main
I001718,Book,Arts,28,Main
I001719,CourseReserve,STEM,1,Main
I001720,Book,Arts,28,Main
I001721,Book,STEM,28,Main
I001722,Book,Arts,28,Main
I001723,Book,HSS,28,Main
I001724,Book,Business,28,Main
I001725,Book,Medicine,28,Main
I001726,Book,HSS,28,Main
I001727,Book,HSS,28,Main
I001728,CourseReserve,STEM,1,Main
I001729,DVD,Arts,7,Main
I001730,Book,STEM,28,Main
I001731,Book,STEM,28,Main
I001732,Book,HSS,28,Main
I001733,Book,HSS,28,Main
I001734,Book,Business,28,Main
I001735,Book,HSS,28,Main
I001736,Laptop,Law,3,Main
I001737,Book,Arts,28,Main
I001738,Book,HSS,28,Main
I001739,Book,Law,28,Main
I001740,Book,HSS,28,Main
I001741,DVD,STEM,7,Main
I001742,Book,HSS,28,Main
I001743,Book,Business,28,Main
I001744,Book,HSS,28,Main
I001745,Book,STEM,28,Main
I001746,Book,STEM,28,Main
I001747,Book,HSS,28,Main
I001748,Book,Business,28,Main
I001749,Book,HSS,28,Main
I001750,Book,Law,28,Main
I001751,Book,HSS,28,Main
I001752,Book,Law,28,Main
I001753,Book,HSS,28,Main
I001754,Book,STEM,28,Main
I001755,CourseReserve,HSS,1,Main
I001756,DVD,Business,7,Main
I001757,CourseReserve,HSS,1,Main
I001758,Book,Medicine,28,Main
I001759,Book,Medicine,28,Main
I001760,Book,HSS,28,Main
I001761,Book,Law,28,Main
I001762,DVD,HSS,7,Main
I001763,Book,STEM,28,Main
I001764,Book,Business,28,Main
I001765,Book,Law,28,Main
I001766,Book,Law,28,Main
I001767,Book,HSS,28,Main
I001768,Book,STEM,28,Main
I001769,Book,HSS,28,Main
I001770,Book,Business,28,Main
I001771,Book,STEM,28,Main
I001772,DVD,Law,7,Main
I001773,Laptop,HSS,3,Main
I001774,CourseReserve,HSS,1,Main
I001775,DVD,STEM,7,Main
I001776,Book,HSS,28,Main
I001777,Book,STEM,28,Main
I001778,Book,Business,28,Main
I001779,Book,Medicine,28,Main
I001780,DVD,STEM,7,Main
I001781,Book,STEM,28,Main
I001782,Laptop,HSS,3,Main
I001783,Book,Medicine,28,Main
I001784,Book,HSS,28,Main
I001785,Book,Arts,28,Main
I001786,Laptop,STEM,3,Main
I001787,Book,STEM,28,Main
I001788,Book,Arts,28,Main
I001789,Book,HSS,28,Main
I001790,Book,STEM,28,Main
I001791,Book,STEM,28,Main
I001792,Book,HSS,28,Main
I001793,Book,STEM,28,Main
I001794,Book,Law,28,Main
I001795,Book,Business,28,Main
I001796,Book,HSS,28,Main
I001797,Book,Arts,28,Main
I001798,Book,HSS,28,Main
I001799,Book,HSS,28,Main
I001800,Book,HSS,28,Main
I001801,CourseReserve,HSS,1,Main
I001802,Book,HSS,28,Main
I001803,Book,Arts,28,Main
I001804,Book,HSS,28,Main
I001805,Book,HSS,28,Main
I001806,Book,HSS,28,Main
I001807,Book,Business,28,Main
I001808,Book,Medicine,28,Main
I001809,Book,HSS,28,Main
I001810,Book,HSS,28,Main
I001811,Book,HSS,28,Main
I001812,Book,HSS,28,Main
I001813,Book,HSS,28,Main
I001814,Book,STEM,28,Main
I001815,Book,HSS,28,Main
I001816,CourseReserve,STEM,1,Main
I001817,Book,HSS,28,Main
I001818,Book,Arts,28,Main
I001819,Book,Medicine,28,Main
I001820,Book,STEM,28,Main
I001821,Book,STEM,28,Main
I001822,Book,STEM,28,Main
I001823,Book,STEM,28,Main
I001824,Book,Business,28,Main
I001825,Book,STEM,28,Main
I001826,Book,Medicine,28,Main
I001827,Book,Arts,28,Main
I001828,CourseReserve,STEM,1,Main
I001829,DVD,STEM,7,Main
I001830,Book,HSS,28,Main
I001831,CourseReserve,HSS,1,Main
I001832,Book,STEM,28,Main
I001833,Book,HSS,28,Main
I001834,Book,Medicine,28,Main
I001835,DVD,HSS,7,Main
I001836,Book,STEM,28,Main
I001837,Book,STEM,28,Main
I001838,Book,Law,28,Main
I001839,CourseReserve,STEM,1,Main
I001840,Book,Medicine,28,Main
I001841,Book,STEM,28,Main
I001842,Book,STEM,28,Main
I001843,Book,HSS,28,Main
I001844,Book,STEM,28,Main
I001845,CourseReserve,Business,1,Main
I001846,Book,Law,28,Main
I001847,Book,Medicine,28,Main
I001848,Book,STEM,28,Main
I001849,Laptop,HSS,3,Main
I001850,Book,HSS,28,Main
I001851,Book,HSS,28,Main
I001852,DVD,Law,7,Main
I001853,DVD,Business,7,Main
I001854,DVD,HSS,7,Main
I001855,Laptop,STEM,3,Main
I001856,Book,STEM,28,Main
I001857,Book,STEM,28,Main
I001858,Book,HSS,28,Main
I001859,DVD,HSS,7,Main
I001860,Book,HSS,28,Main
I001861,Book,HSS,28,Main
I001862,Book,HSS,28,Main
I001863,Book,HSS,28,Main
I001864,Book,Law,28,Main
I001865,CourseReserve,HSS,1,Main
I001866,CourseReserve,Arts,1,Main
I001867,Book,HSS,28,Main
I001868,Book,STEM,28,Main
I001869,Book,STEM,28,Main
I001870,Book,HSS,28,Main
I001871,DVD,Medicine,7,Main
I001872,Book,HSS,28,Main
I001873,Book,Arts,28,Main
I001874,DVD,Medicine,7,Main
I001875,Book,STEM,28,Main
I001876,Book,STEM,28,Main
I001877,Book,Law,28,Main
I001878,Book,STEM,28,Main
I001879,Book,Law,28,Main
I001880,Book,HSS,28,Main
I001881,Book,HSS,28,Main
I001882,DVD,STEM,7,Main
I001883,Book,STEM,28,Main
I001884,Book,Medicine,28,Main
I001885,Book,HSS,28,Main
I001886,Book,Business,28,Main
I001887,Book,HSS,28,Main
I001888,Book,STEM,28,Main
I001889,Book,HSS,28,Main
I001890,CourseReserve,STEM,1,Main
I001891,Book,HSS,28,Main
I001892,Book,STEM,28,Main
I001893,DVD,Business,7,Main
I001894,Book,STEM,28,Main
I001895,Book,STEM,28,Main
I001896,Book,Medicine,28,Main
I001897,Book,Law,28,Main
I001898,Book,STEM,28,Main
I001899,Book,HSS,28,Main
I001900,DVD,Medicine,7,Main
I001901,Book,STEM,28,Main
I001902,Book,HSS,28,Main
I001903,Book,HSS,28,Main
I001904,Book,Business,28,Main
I001905,Book,HSS,28,Main
I001906,Book,Arts,28,Main
I001907,CourseReserve,HSS,1,Main
I001908,Book,Business,28,Main
I001909,Book,STEM,28,Main
I001910,Book,STEM,28,Main
I001911,Book,Medicine,28,Main
I001912,DVD,STEM,7,Main
I001913,CourseReserve,STEM,1,Main
I001914,Book,HSS,28,Main
I001915,Book,HSS,28,Main
I001916,Book,HSS,28,Main
I001917,Laptop,Law,3,Main
I001918,Book,HSS,28,Main
I001919,Book,HSS,28,Main
I001920,Book,STEM,28,Main
I001921,Book,Law,28,Main
I001922,Book,Business,28,Main
I001923,Book,HSS,28,Main
I001924,Book,HSS,28,Main
I001925,DVD,Arts,7,Main
I001926,Book,HSS,28,Main
I001927,Book,Medicine,28,Main
I001928,Book,Medicine,28,Main
I001929,Book,Business,28,Main
I001930,Book,HSS,28,Main
I001931,Book,Business,28,Main
I001932,Book,Business,28,Main
I001933,Book,STEM,28,Main
I001934,Book,STEM,28,Main
I001935,Book,HSS,28,Main
I001936,DVD,HSS,7,Main
I001937,Book,STEM,28,Main
I001938,DVD,STEM,7,Main
I001939,Book,STEM,28,Main
I001940,Book,STEM,28,Main
I001941,Book,STEM,28,Main
I001942,Book,Law,28,Main
I001943,DVD,Medicine,7,Main
I001944,Book,HSS,28,Main
I001945,DVD,STEM,7,Main
I001946,Book,HSS,28,Main
I001947,Book,Law,28,Main
I001948,Book,Business,28,Main
I001949,Book,Arts,28,Main
I001950,Book,HSS,28,Main
I001951,Book,Arts,28,Main
I001952,Book,HSS,28,Main
I001953,Book,STEM,28,Main
I001954,Book,HSS,28,Main
I001955,CourseReserve,Medicine,1,Main
I001956,CourseReserve,STEM,1,Main
I001957,Book,Law,28,Main
I001958,Book,Medicine,28,Main
I001959,Book,HSS,28,Main
I001960,DVD,HSS,7,Main
I001961,Book,Medicine,28,Main
I001962,Book,HSS,28,Main
I001963,DVD,HSS,7,Main
I001964,Book,STEM,28,Main
I001965,Book,STEM,28,Main
I001966,Book,HSS,28,Main
I001967,Book,HSS,28,Main
I001968,Book,HSS,28,Main
I001969,Book,STEM,28,Main
I001970,Book,Medicine,28,Main
I001971,Book,Arts,28,Main
I001972,DVD,Law,7,Main
I001973,Book,HSS,28,Main
I001974,Book,Medicine,28,Main
I001975,Book,STEM,28,Main
I001976,CourseReserve,HSS,1,Main
I001977,Book,Arts,28,Main
I001978,Book,Business,28,Main
I001979,DVD,Business,7,Main
I001980,DVD,Law,7,Main
I001981,Book,HSS,28,Main
I001982,DVD,HSS,7,Main
I001983,Book,Law,28,Main
I001984,Book,HSS,28,Main
I001985,Book,STEM,28,Main
I001986,Book,Business,28,Main
I001987,Book,Business,28,Main
I001988,Book,STEM,28,Main
I001989,Book,Business,28,Main
I001990,Book,Medicine,28,Main
I001991,Book,Law,28,Main
I001992,Book,HSS,28,Main
I001993,Book,HSS,28,Main
I001994,Book,HSS,28,Main
I001995,Book,HSS,28,Main
I001996,Book,HSS,28,Main
I001997,CourseReserve,HSS,1,Main
I001998,Book,STEM,28,Main
I001999,Book,Medicine,28,Main
I002000,Book,HSS,28,Main
I002001,Book,Business,28,Main
I002002,Book,Law,28,Main
I002003,Laptop,HSS,3,Main
I002004,Book,Arts,28,Main
I002005,Book,STEM,28,Main
I002006,Book,STEM,28,Main
I002007,Book,Business,28,Main
I002008,Book,HSS,28,Main
I002009,Book,Law,28,Main
I002010,Book,HSS,28,Main
I002011,Book,Medicine,28,Main
I002012,Book,STEM,28,Main
I002013,Laptop,Law,3,Main
I002014,Book,HSS,28,Main
I002015,Book,Law,28,Main
I002016,Book,Business,28,Main
I002017,Book,STEM,28,Main
I002018,Laptop,Law,3,Main
I002019,Book,STEM,28,Main
I002020,Book,Medicine,28,Main
I002021,CourseReserve,STEM,1,Main
I002022,Book,Medicine,28,Main
I002023,CourseReserve,Business,1,Main
I002024,Book,STEM,28,Main
I002025,Book,HSS,28,Main
I002026,Book,STEM,28,Main
I002027,Book,Business,28,Main
I002028,CourseReserve,HSS,1,Main
I002029,Book,STEM,28,Main
I002030,Book,Business,28,Main
I002031,Book,STEM,28,Main
I002032,Book,Law,28,Main
I002033,Book,HSS,28,Main
I002034,CourseReserve,HSS,1,Main
I002035,Book,Business,28,Main
I002036,Book,HSS,28,Main
I002037,Book,HSS,28,Main
I002038,Book,Medicine,28,Main
I002039,Book,STEM,28,Main
I002040,Book,Arts,28,Main
I002041,DVD,Arts,7,Main
I002042,Book,HSS,28,Main
I002043,Book,HSS,28,Main
I002044,Book,Law,28,Main
I002045,DVD,STEM,7,Main
I002046,Book,HSS,28,Main
I002047,Book,Law,28,Main
I002048,Book,HSS,28,Main
I002049,Book,Medicine,28,Main
I002050,Book,HSS,28,Main
I002051,Book,HSS,28,Main
I002052,Book,HSS,28,Main
I002053,Book,Arts,28,Main
I002054,CourseReserve,Law,1,Main
I002055,DVD,Business,7,Main
I002056,Book,STEM,28,Main
I002057,Book,STEM,28,Main
I002058,Book,HSS,28,Main
I002059,Book,STEM,28,Main
I002060,Book,STEM,28,Main
I002061,Book,Law,28,Main
I002062,Book,HSS,28,Main
I002063,DVD,Arts,7,Main
I002064,Book,HSS,28,Main
I002065,Book,Arts,28,Main
I002066,DVD,HSS,7,Main
I002067,Book,STEM,28,Main
I002068,Book,STEM,28,Main
I002069,Book,STEM,28,Main
I002070,Book,STEM,28,Main
I002071,Book,STEM,28,Main
I002072,Book,STEM,28,Main
I002073,Book,Business,28,Main
I002074,DVD,Law,7,Main
I002075,DVD,Medicine,7,Main
I002076,DVD,HSS,7,Main
I002077,Book,STEM,28,Main
I002078,Book,STEM,28,Main
I002079,CourseReserve,STEM,1,Main
I002080,Book,STEM,28,Main
I002081,Book,HSS,28,Main
I002082,Book,HSS,28,Main
I002083,Book,HSS,28,Main
I002084,Laptop,HSS,3,Main
I002085,Book,Law,28,Main
I002086,Book,Law,28,Main
I002087,Book,Arts,28,Main
I002088,Book,Business,28,Main
I002089,DVD,HSS,7,Main
I002090,Book,Medicine,28,Main
I002091,Book,Medicine,28,Main
I002092,CourseReserve,STEM,1,Main
I002093,Book,STEM,28,Main
I002094,Book,Arts,28,Main
I002095,Book,STEM,28,Main
I002096,DVD,Medicine,7,Main
I002097,Book,HSS,28,Main
I002098,Book,HSS,28,Main
I002099,DVD,STEM,7,Main
I002100,Book,STEM,28,Main
I002101,Laptop,Business,3,Main
I002102,Book,Arts,28,Main
I002103,Book,STEM,28,Main
I002104,Book,HSS,28,Main
I002105,DVD,Business,7,Main
I002106,Book,STEM,28,Main
I002107,DVD,HSS,7,Main
I002108,Laptop,STEM,3,Main
I002109,Book,Business,28,Main
I002110,CourseReserve,Business,1,Main
I002111,Book,STEM,28,Main
I002112,Book,HSS,28,Main
I002113,Book,Arts,28,Main
I002114,Laptop,Law,3,Main
I002115,Book,STEM,28,Main
I002116,Book,HSS,28,Main
I002117,Book,Business,28,Main
I002118,Book,HSS,28,Main
I002119,Book,HSS,28,Main
I002120,Laptop,STEM,3,Main
I002121,DVD,HSS,7,Main
I002122,Book,Law,28,Main
I002123,CourseReserve,HSS,1,Main
I002124,Book,Law,28,Main
I002125,CourseReserve,HSS,1,Main
I002126,Book,HSS,28,Main
I002127,Book,HSS,28,Main
I002128,Book,Arts,28,Main
I002129,Laptop,Medicine,3,Main
I002130,Book,HSS,28,Main
I002131,Book,Business,28,Main
I002132,Book,STEM,28,Main
I002133,Book,Arts,28,Main
I002134,Book,STEM,28,Main
I002135,Book,Law,28,Main
I002136,Laptop,HSS,3,Main
I002137,Book,STEM,28,Main
I002138,Book,Arts,28,Main
I002139,Book,STEM,28,Main
I002140,DVD,HSS,7,Main
I002141,DVD,HSS,7,Main
I002142,Book,Law,28,Main
I002143,Book,Law,28,Main
I002144,Book,STEM,28,Main
I002145,Book,Arts,28,Main
I002146,DVD,HSS,7,Main
I002147,Book,HSS,28,Main
I002148,Book,Arts,28,Main
I002149,Book,HSS,28,Main
I002150,DVD,HSS,7,Main
I002151,Book,STEM,28,Main
I002152,Book,Business,28,Main
I002153,Book,HSS,28,Main
I002154,DVD,Arts,7,Main
I002155,Book,Business,28,Main
I002156,Book,HSS,28,Main
I002157,Book,Business,28,Main
I002158,Book,STEM,28,Main
I002159,Book,STEM,28,Main
I002160,Book,Business,28,Main
I002161,Book,Arts,28,Main
I002162,Book,HSS,28,Main
I002163,Book,STEM,28,Main
I002164,DVD,STEM,7,Main
I002165,Book,STEM,28,Main
I002166,CourseReserve,STEM,1,Main
I002167,Book,HSS,28,Main
I002168,Book,Law,28,Main
I002169,Book,STEM,28,Main
I002170,Book,HSS,28,Main
I002171,Book,Business,28,Main
I002172,Book,Business,28,Main
I002173,Book,STEM,28,Main
I002174,DVD,HSS,7,Main
I002175,Book,Law,28,Main
I002176,DVD,HSS,7,Main
I002177,Book,HSS,28,Main
I002178,Book,Business,28,Main
I002179,Book,HSS,28,Main
I002180,Book,HSS,28,Main
I002181,Book,HSS,28,Main
I002182,Book,HSS,28,Main
I002183,Book,HSS,28,Main
I002184,Book,Arts,28,Main
I002185,Book,HSS,28,Main
I002186,CourseReserve,HSS,1,Main
I002187,DVD,HSS,7,Main
I002188,Book,Arts,28,Main
I002189,DVD,STEM,7,Main
I002190,Book,STEM,28,Main
I002191,Book,Medicine,28,Main
I002192,Laptop,STEM,3,Main
I002193,Book,STEM,28,Main
I002194,Book,HSS,28,Main
I002195,Book,STEM,28,Main
I002196,Book,HSS,28,Main
I002197,Book,Law,28,Main
I002198,DVD,HSS,7,Main
I002199,Book,STEM,28,Main
I002200,Book,HSS,28,Main
I002201,CourseReserve,HSS,1,Main
I002202,Book,STEM,28,Main
I002203,Book,Arts,28,Main
I002204,Book,STEM,28,Main
I002205,Book,Law,28,Main
I002206,Laptop,HSS,3,Main
I002207,Book,HSS,28,Main
I002208,DVD,HSS,7,Main
I002209,Book,HSS,28,Main
I002210,Laptop,HSS,3,Main
I002211,Book,HSS,28,Main
I002212,DVD,Business,7,Main
I002213,Book,HSS,28,Main
I002214,CourseReserve,STEM,1,Main
I002215,Book,STEM,28,Main
I002216,Book,STEM,28,Main
I002217,DVD,STEM,7,Main
I002218,Book,HSS,28,Main
I002219,DVD,HSS,7,Main
I002220,Book,Business,28,Main
I002221,Book,Medicine,28,Main
I002222,Book,HSS,28,Main
I002223,Book,HSS,28,Main
I002224,Book,Medicine,28,Main
I002225,Book,STEM,28,Main
I002226,Book,STEM,28,Main
I002227,Book,STEM,28,Main
I002228,Book,HSS,28,Main
I002229,Book,STEM,28,Main
I002230,Book,STEM,28,Main
I002231,Book,HSS,28,Main
I002232,Book,STEM,28,Main
I002233,Laptop,Business,3,Main
I002234,DVD,STEM,7,Main
I002235,Book,HSS,28,Main
I002236,Book,STEM,28,Main
I002237,Laptop,Law,3,Main
I002238,Book,Business,28,Main
I002239,Book,Law,28,Main
I002240,Book,HSS,28,Main
I002241,DVD,Business,7,Main
I002242,Book,Law,28,Main
I002243,Book,HSS,28,Main
I002244,CourseReserve,STEM,1,Main
I002245,DVD,STEM,7,Main
I002246,Book,Law,28,Main
I002247,Book,HSS,28,Main
I002248,DVD,STEM,7,Main
I002249,Book,Arts,28,Main
I002250,Book,Business,28,Main
I002251,Book,Arts,28,Main
I002252,Laptop,Arts,3,Main
I002253,Book,HSS,28,Main
I002254,DVD,Law,7,Main
I002255,DVD,STEM,7,Main
I002256,Book,Medicine,28,Main
I002257,Book,HSS,28,Main
I002258,Book,Arts,28,Main
I002259,Book,Law,28,Main
I002260,Book,Business,28,Main
I002261,Book,HSS,28,Main
I002262,Book,HSS,28,Main
I002263,Laptop,Business,3,Main
I002264,Book,HSS,28,Main
I002265,Book,Business,28,Main
I002266,Book,HSS,28,Main
I002267,Book,Law,28,Main
I002268,Book,STEM,28,Main
I002269,Book,Law,28,Main
I002270,Book,Law,28,Main
I002271,Book,STEM,28,Main
I002272,Book,HSS,28,Main
I002273,Book,HSS,28,Main
I002274,Book,STEM,28,Main
I002275,CourseReserve,STEM,1,Main
I002276,Book,Business,28,Main
I002277,Book,STEM,28,Main
I002278,Book,STEM,28,Main
I002279,Book,STEM,28,Main
I002280,Book,HSS,28,Main
I002281,Book,STEM,28,Main
I002282,Book,Arts,28,Main
I002283,Book,Medicine,28,Main
I002284,Book,HSS,28,Main
I002285,Book,STEM,28,Main
I002286,Book,Medicine,28,Main
I002287,CourseReserve,STEM,1,Main
I002288,Book,HSS,28,Main
I002289,Book,HSS,28,Main
I002290,Book,STEM,28,Main
I002291,Book,Arts,28,Main
I002292,Book,Law,28,Main
I002293,Book,HSS,28,Main
I002294,Book,HSS,28,Main
I002295,Book,Business,28,Main
I002296,Book,Medicine,28,Main
I002297,Book,Law,28,Main
I002298,Book,Law,28,Main
I002299,Book,HSS,28,Main
I002300,Book,Business,28,Main
I002301,DVD,Business,7,Main
I002302,Book,HSS,28,Main
I002303,Book,Law,28,Main
I002304,Book,HSS,28,Main
I002305,CourseReserve,HSS,1,Main
I002306,Book,HSS,28,Main
I002307,Book,HSS,28,Main
I002308,Book,STEM,28,Main
I002309,Book,STEM,28,Main
I002310,Book,STEM,28,Main
I002311,Book,STEM,28,Main
I002312,DVD,HSS,7,Main
I002313,Book,HSS,28,Main
I002314,Book,STEM,28,Main
I002315,CourseReserve,STEM,1,Main
I002316,Book,HSS,28,Main
I002317,Book,Medicine,28,Main
I002318,Book,Business,28,Main
I002319,Book,Medicine,28,Main
I002320,Book,STEM,28,Main
I002321,Laptop,HSS,3,Main
I002322,Book,Law,28,Main
I002323,Book,HSS,28,Main
I002324,Book,STEM,28,Main
I002325,DVD,HSS,7,Main
I002326,CourseReserve,Business,1,Main
I002327,DVD,HSS,7,Main
I002328,Book,Medicine,28,Main
I002329,Book,Medicine,28,Main
I002330,Book,STEM,28,Main
I002331,Book,Business,28,Main
I002332,Book,Law,28,Main
I002333,Book,Business,28,Main
I002334,Book,STEM,28,Main
I002335,Book,Business,28,Main
I002336,Book,STEM,28,Main
I002337,Book,Arts,28,Main
I002338,Book,STEM,28,Main
I002339,Book,STEM,28,Main
I002340,Book,Business,28,Main
I002341,Book,Business,28,Main
I002342,Book,STEM,28,Main
I002343,Book,HSS,28,Main
I002344,Book,STEM,28,Main
I002345,CourseReserve,Arts,1,Main
I002346,Book,Business,28,Main
I002347,Book,Business,28,Main
I002348,Book,HSS,28,Main
I002349,Book,STEM,28,Main
I002350,Book,Law,28,Main
I002351,Book,Medicine,28,Main
I002352,Laptop,HSS,3,Main
I002353,Book,Medicine,28,Main
I002354,DVD,STEM,7,Main
I002355,Book,HSS,28,Main
I002356,Book,HSS,28,Main
I002357,Laptop,HSS,3,Main
I002358,Book,STEM,28,Main
I002359,Book,HSS,28,Main
I002360,Book,HSS,28,Main
I002361,Book,Business,28,Main
I002362,Book,HSS,28,Main
I002363,Book,HSS,28,Main
I002364,Book,STEM,28,Main
I002365,Book,STEM,28,Main
I002366,Book,Business,28,Main
I002367,Book,STEM,28,Main
I002368,Book,Business,28,Main
I002369,Book,Law,28,Main
I002370,Book,HSS,28,Main
I002371,Book,HSS,28,Main
I002372,DVD,STEM,7,Main
I002373,Book,STEM,28,Main
I002374,Book,Business,28,Main
I002375,Book,STEM,28,Main
I002376,Book,STEM,28,Main
I002377,Book,HSS,28,Main
I002378,DVD,HSS,7,Main
I002379,Book,STEM,28,Main
I002380,DVD,STEM,7,Main
I002381,DVD,STEM,7,Main
I002382,DVD,HSS,7,Main
I002383,Laptop,Law,3,Main
I002384,Book,Medicine,28,Main
I002385,Book,HSS,28,Main
I002386,Book,STEM,28,Main
I002387,Book,Arts,28,Main
I002388,Book,STEM,28,Main
I002389,Book,STEM,28,Main
I002390,Book,HSS,28,Main
I002391,Book,STEM,28,Main
I002392,Book,HSS,28,Main
I002393,Book,Arts,28,Main
I002394,Book,Business,28,Main
I002395,Laptop,Business,3,Main
I002396,Book,Law,28,Main
I002397,Book,STEM,28,Main
I002398,Book,STEM,28,Main
I002399,Book,Medicine,28,Main
I002400,Book,Arts,28,Main
I002401,Book,STEM,28,Main
I002402,Book,Arts,28,Main
I002403,Book,STEM,28,Main
I002404,Book,STEM,28,Main
I002405,Book,STEM,28,Main
I002406,Book,HSS,28,Main
I002407,Book,HSS,28,Main
I002408,Book,HSS,28,Main
I002409,CourseReserve,STEM,1,Main
I002410,Book,STEM,28,Main
I002411,Book,STEM,28,Main
I002412,Book,Arts,28,Main
I002413,Book,STEM,28,Main
I002414,Book,STEM,28,Main
I002415,Book,HSS,28,Main
I002416,CourseReserve,HSS,1,Main
I002417,Book,Business,28,Main
I002418,Book,STEM,28,Main
I002419,Book,Business,28,Main
I002420,Book,HSS,28,Main
I002421,Book,STEM,28,Main
I002422,Book,HSS,28,Main
I002423,Book,HSS,28,Main
I002424,Book,HSS,28,Main
I002425,Book,HSS,28,Main
I002426,Laptop,HSS,3,Main
I002427,Book,HSS,28,Main
I002428,CourseReserve,Arts,1,Main
I002429,Book,HSS,28,Main
I002430,Laptop,HSS,3,Main
I002431,Book,HSS,28,Main
I002432,DVD,STEM,7,Main
I002433,CourseReserve,HSS,1,Main
I002434,Book,Medicine,28,Main
I002435,CourseReserve,Arts,1,Main
I002436,Book,HSS,28,Main
I002437,Book,STEM,28,Main
I002438,Book,HSS,28,Main
I002439,Book,Law,28,Main
I002440,Book,STEM,28,Main
I002441,Book,HSS,28,Main
I002442,Book,HSS,28,Main
I002443,Book,Law,28,Main
I002444,DVD,STEM,7,Main
I002445,Book,HSS,28,Main
I002446,Book,Law,28,Main
I002447,Book,STEM,28,Main
I002448,Book,Medicine,28,Main
I002449,Book,HSS,28,Main
I002450,Book,Business,28,Main
I002451,Book,Law,28,Main
I002452,CourseReserve,HSS,1,Main
I002453,Book,Law,28,Main
I002454,Book,STEM,28,Main
I002455,Book,Arts,28,Main
I002456,Book,HSS,28,Main
I002457,Book,Law,28,Main
I002458,Book,STEM,28,Main
I002459,Book,Arts,28,Main
I002460,Book,HSS,28,Main
I002461,CourseReserve,Arts,1,Main
I002462,Laptop,Medicine,3,Main
I002463,Book,HSS,28,Main
I002464,Book,Business,28,Main
I002465,Book,Arts,28,Main
I002466,Book,HSS,28,Main
I002467,Book,STEM,28,Main
I002468,Book,STEM,28,Main
I002469,Book,HSS,28,Main
I002470,Book,HSS,28,Main
I002471,Book,HSS,28,Main
I002472,CourseReserve,HSS,1,Main
I002473,Laptop,STEM,3,Main
I002474,Book,HSS,28,Main
I002475,Book,Medicine,28,Main
I002476,DVD,Law,7,Main
I002477,Book,HSS,28,Main
I002478,DVD,Law,7,Main
I002479,Book,Law,28,Main
I002480,DVD,Arts,7,Main
I002481,Book,HSS,28,Main
I002482,DVD,HSS,7,Main
I002483,CourseReserve,Arts,1,Main
I002484,Book,Arts,28,Main
I002485,Book,Business,28,Main
I002486,CourseReserve,Business,1,Main
I002487,Book,HSS,28,Main
I002488,DVD,STEM,7,Main
I002489,Book,HSS,28,Main
I002490,Book,HSS,28,Main
I002491,Book,Business,28,Main
I002492,Book,HSS,28,Main
I002493,Book,STEM,28,Main
I002494,Book,Arts,28,Main
I002495,Book,HSS,28,Main
I002496,Book,Arts,28,Main
I002497,Book,Arts,28,Main
I002498,DVD,STEM,7,Main
I002499,CourseReserve,HSS,1,Main
I002500,Book,HSS,28,Main
I002501,DVD,STEM,7,Main
I002502,Book,HSS,28,Main
I002503,Book,HSS,28,Main
I002504,CourseReserve,Arts,1,Main
I002505,Book,HSS,28,Main
I002506,Book,Business,28,Main
I002507,DVD,HSS,7,Main
I002508,Book,STEM,28,Main
I002509,DVD,Arts,7,Main
I002510,Laptop,HSS,3,Main
I002511,Book,HSS,28,Main
I002512,Laptop,Law,3,Main
I002513,Book,Business,28,Main
I002514,Book,Law,28,Main
I002515,Book,HSS,28,Main
I002516,CourseReserve,HSS,1,Main
I002517,Book,Arts,28,Main
I002518,Book,Arts,28,Main
I002519,Book,STEM,28,Main
I002520,Book,Medicine,28,Main
I002521,Book,STEM,28,Main
I002522,Book,STEM,28,Main
I002523,Book,HSS,28,Main
I002524,Book,STEM,28,Main
I002525,DVD,STEM,7,Main
I002526,Book,HSS,28,Main
I002527,Book,STEM,28,Main
I002528,CourseReserve,Business,1,Main
I002529,Book,Law,28,Main
I002530,CourseReserve,Law,1,Main
I002531,Book,Medicine,28,Main
I002532,DVD,HSS,7,Main
I002533,Book,STEM,28,Main
I002534,Book,Business,28,Main
I002535,Book,STEM,28,Main
I002536,DVD,HSS,7,Main
I002537,Book,HSS,28,Main
I002538,Book,Medicine,28,Main
I002539,Book,STEM,28,Main
I002540,Book,Medicine,28,Main
I002541,Book,STEM,28,Main
I002542,Book,Law,28,Main
I002543,DVD,Business,7,Main
I002544,Book,Law,28,Main
I002545,Book,STEM,28,Main
I002546,Book,STEM,28,Main
I002547,Book,Business,28,Main
I002548,Book,STEM,28,Main
I002549,Book,STEM,28,Main
I002550,Book,HSS,28,Main
I002551,Book,Arts,28,Main
I002552,Book,HSS,28,Main
I002553,DVD,Law,7,Main
I002554,CourseReserve,STEM,1,Main
I002555,Book,STEM,28,Main
I002556,CourseReserve,Law,1,Main
I002557,Book,HSS,28,Main
I002558,Book,STEM,28,Main
I002559,Book,Business,28,Main
