hold_id,request_dt,item_id,patron_id,pickup_location,collection,status,wait_days,fulfill_dt
H0002214,2024-10-16,I005257,P002005,Main,Book,fulfilled,6.1,2024-10-22 02:24:00
H0002215,2024-06-07,I003447,P001719,Main,DVD,cancelled,2.0,
H0002216,2025-11-16,I005625,P001292,Main,Book,fulfilled,3.5,2025-11-19 12:00:00
H0002217,2024-10-23,I003938,P002910,Main,Book,fulfilled,5.5,2024-10-28 12:00:00
H0002218,2025-10-25,I004718,P002296,Main,CourseReserve,fulfilled,8.4,2025-11-02 09:36:00
H0002219,2025-10-10,I001696,P001091,Main,Book,fulfilled,4.9,2025-10-14 21:36:00
H0002224,2025-10-02,I004291,P000918,Main,Book,cancelled,6.1,
H0002225,2025-04-26,I005438,P001423,Main,DVD,fulfilled,6.1,2025-05-02 02:24:00
H0002227,2024-02-12,I001945,P000096,Main,DVD,cancelled,4.5,
H0002229,2024-12-05,I000752,P000307,Main,CourseReserve,fulfilled,8.7,2024-12-13 16:48:00
H0002230,2024-03-31,I000924,P000701,Main,DVD,fulfilled,4.1,2024-04-04 02:24:00
H0002231,2025-10-09,I002775,P001237,Main,Book,fulfilled,5.9,2025-10-14 21:36:00
H0002232,2024-12-29,I000053,P002967,Main,CourseReserve,cancelled,4.1,
H0002234,2024-01-23,I003008,P001885,Main,Book,fulfilled,11.8,2024-02-03 19:12:00
H0002235,2025-11-23,I001633,P000561,Main,Book,cancelled,5.4,
H0002236,2024-08-31,I003276,P001841,Main,DVD,cancelled,6.1,
H0002239,2024-10-27,I005181,P002002,Main,Book,pending,3.3,
H0002240,2025-11-14,I000916,P001188,Main,Book,fulfilled,5.8,2025-11-19 19:12:00
H0002241,2025-05-03,I000676,P001079,Main,CourseReserve,fulfilled,6.7,2025-05-09 16:48:00
H0002242,2025-03-09,I001080,P002458,Main,CourseReserve,fulfilled,5.7,2025-03-14 16:48:00
H0002244,2024-04-09,I004357,P001697,Main,Book,fulfilled,3.4,2024-04-12 09:36:00
H0002245,2024-09-07,I004292,P002418,Main,Book,cancelled,2.1,
H0002246,2024-08-25,I003334,P002366,Main,Book,fulfilled,4.1,2024-08-29 02:24:00
H0002250,2025-01-07,I004470,P000807,Main,DVD,fulfilled,5.0,2025-01-12 00:00:00
H0002252,2025-09-26,I004180,P001350,Main,Book,fulfilled,10.2,2025-10-06 04:48:00
H0002253,2024-01-08,I001436,P001559,Main,Book,fulfilled,10.3,2024-01-18 07:12:00
H0002256,2025-06-28,I000130,P002354,Main,Book,fulfilled,2.3,2025-06-30 07:12:00
H0002257,2024-12-02,I005153,P002837,Main,Laptop,fulfilled,2.8,2024-12-04 19:12:00
H0002258,2024-07-15,I000894,P001335,Main,Book,fulfilled,4.4,2024-07-19 09:36:00
H0002259,2024-01-23,I000501,P002576,Main,Book,expired,3.4,
H0002260,2024-03-16,I005754,P000380,Main,DVD,fulfilled,2.4,2024-03-18 09:36:00
H0002261,2024-02-10,I005083,P002986,Main,DVD,pending,3.1,
H0002262,2025-02-25,I003229,P002446,Main,Book,fulfilled,4.3,2025-03-01 07:12:00
H0002263,2024-08-10,I000616,P001365,Main,CourseReserve,fulfilled,12.3,2024-08-22 07:12:00
H0002264,2025-02-04,I005326,P001441,Main,Book,fulfilled,12.8,2025-02-16 19:12:00
H0002265,2025-08-30,I005263,P002775,Main,Book,fulfilled,5.3,2025-09-04 07:12:00
H0002266,2024-08-24,I001994,P000399,Main,Book,fulfilled,5.2,2024-08-29 04:48:00
H0002269,2025-10-26,I000911,P002865,Main,Book,cancelled,13.5,
H0002270,2025-10-29,I004088,P001452,Main,Book,expired,5.3,
H0002271,2025-03-18,I005250,P000809,Main,Book,fulfilled,8.4,2025-03-26 09:36:00
H0002272,2025-11-12,I000275,P002396,Main,Book,expired,4.2,
H0002273,2025-09-05,I002482,P001374,Main,DVD,fulfilled,3.5,2025-09-08 12:00:00
H0002274,2024-11-28,I002465,P001809,Main,Book,fulfilled,7.9,2024-12-05 21:36:00
H0002277,2024-11-30,I001167,P001963,Main,DVD,fulfilled,3.3,2024-12-03 07:12:00
H0002278,2024-04-17,I003776,P000541,Main,CourseReserve,fulfilled,3.8,2024-04-20 19:12:00
H0002279,2024-02-17,I004436,P002287,Main,Book,fulfilled,6.5,2024-02-23 12:00:00
H0002281,2024-09-09,I000683,P000861,Main,Book,fulfilled,10.1,2024-09-19 02:24:00
H0002284,2025-08-16,I005664,P000988,Main,Book,cancelled,7.7,
H0002285,2025-04-06,I004492,P002503,Main,Book,fulfilled,6.4,2025-04-12 09:36:00
H0002287,2024-12-06,I002363,P000990,Main,Book,fulfilled,3.7,2024-12-09 16:48:00
H0002289,2025-08-29,I000496,P001310,Main,Book,fulfilled,4.3,2025-09-02 07:12:00
H0002292,2024-09-21,I004625,P000419,Main,CourseReserve,pending,5.5,
H0002295,2025-10-20,I001442,P001234,Main,Book,cancelled,3.8,
H0002296,2024-09-05,I000595,P002866,Main,Laptop,fulfilled,4.4,2024-09-09 09:36:00
H0002297,2024-01-29,I004803,P000345,Main,Laptop,fulfilled,3.4,2024-02-01 09:36:00
H0002299,2024-07-02,I001987,P001678,Main,Book,cancelled,3.7,
H0002300,2025-09-30,I003142,P001460,Main,CourseReserve,fulfilled,7.8,2025-10-07 19:12:00
H0002307,2024-09-18,I005697,P001077,Main,Book,expired,8.2,
H0002309,2024-10-02,I000408,P002255,Main,Book,fulfilled,5.7,2024-10-07 16:48:00
H0002311,2024-08-13,I003593,P000950,Main,Book,fulfilled,2.8,2024-08-15 19:12:00
H0002313,2024-12-26,I003267,P002062,Main,Book,fulfilled,7.0,2025-01-02 00:00:00
H0002316,2025-03-30,I001997,P000371,Main,CourseReserve,fulfilled,4.8,2025-04-03 19:12:00
H0002317,2024-12-28,I000148,P000645,Main,Book,expired,7.3,
H0002322,2024-05-16,I004130,P000357,Main,Book,fulfilled,3.7,2024-05-19 16:48:00
H0002323,2024-11-05,I002730,P000160,Main,Book,fulfilled,6.6,2024-11-11 14:24:00
H0002324,2025-04-02,I001289,P002930,Main,Book,expired,7.7,
H0002326,2025-09-12,I005317,P001256,Main,Book,fulfilled,2.7,2025-09-14 16:48:00
H0002327,2025-05-12,I002004,P000535,Main,Book,fulfilled,7.0,2025-05-19 00:00:00
H0002328,2025-01-23,I002315,P000963,Main,CourseReserve,fulfilled,13.6,2025-02-05 14:24:00
H0002329,2024-09-14,I004570,P002939,Main,DVD,cancelled,6.6,
H0002331,2025-12-06,I004042,P002189,Main,Book,fulfilled,6.2,2025-12-12 04:48:00
H0002334,2024-01-07,I003636,P001178,Main,Book,fulfilled,4.3,2024-01-11 07:12:00
H0002338,2025-02-13,I004983,P001578,Main,Book,fulfilled,6.1,2025-02-19 02:24:00
H0002339,2025-04-18,I002792,P002832,Main,CourseReserve,fulfilled,3.6,2025-04-21 14:24:00
H0002340,2025-02-19,I001277,P000640,Main,Book,fulfilled,8.6,2025-02-27 14:24:00
H0002342,2024-06-30,I002335,P001056,Main,Book,expired,1.5,
H0002344,2025-08-19,I004996,P000330,Main,Laptop,fulfilled,12.5,2025-08-31 12:00:00
H0002348,2025-08-14,I001122,P002455,Main,CourseReserve,expired,17.1,
H0002349,2024-09-15,I002790,P002334,Main,CourseReserve,fulfilled,3.8,2024-09-18 19:12:00
H0002350,2024-10-11,I002849,P000212,Main,Book,expired,6.9,
H0002352,2024-10-04,I002326,P001240,Main,CourseReserve,pending,3.4,
H0002353,2025-04-21,I005340,P001613,Main,Book,expired,5.8,
H0002356,2025-01-28,I003760,P000635,Main,DVD,fulfilled,4.7,2025-02-01 16:48:00
H0002360,2024-04-15,I000793,P002943,Main,Book,fulfilled,3.3,2024-04-18 07:12:00
H0002361,2025-05-19,I000909,P001769,Main,Book,expired,5.7,
H0002363,2024-10-31,I002255,P000954,Main,DVD,fulfilled,3.1,2024-11-03 02:24:00
H0002365,2025-05-04,I003831,P000742,Main,Book,pending,6.7,
H0002368,2024-01-24,I005897,P002517,Main,Laptop,fulfilled,2.4,2024-01-26 09:36:00
H0002370,2025-10-30,I004566,P001026,Main,Laptop,fulfilled,3.2,2025-11-02 04:48:00
H0002371,2024-01-14,I004548,P002644,Main,Book,fulfilled,6.2,2024-01-20 04:48:00
H0002372,2024-08-09,I002425,P001358,Main,Book,pending,2.6,
H0002373,2025-07-05,I003043,P000606,Main,Book,pending,2.2,
H0002374,2024-09-02,I000006,P002578,Main,Book,fulfilled,8.6,2024-09-10 14:24:00
H0002375,2024-09-10,I003289,P000147,Main,Laptop,cancelled,4.4,
H0002378,2025-10-31,I001890,P001029,Main,CourseReserve,fulfilled,2.7,2025-11-02 16:48:00
H0002381,2024-06-21,I003040,P002662,Main,Book,fulfilled,6.3,2024-06-27 07:12:00
H0002383,2024-01-27,I004025,P001581,Main,Book,fulfilled,9.9,2024-02-05 21:36:00
H0002389,2024-07-18,I000274,P002657,Main,Laptop,fulfilled,2.3,2024-07-20 07:12:00
H0002391,2024-02-07,I003326,P001329,Main,Book,expired,2.5,
H0002392,2025-04-04,I003183,P002673,Main,Book,fulfilled,5.5,2025-04-09 12:00:00
H0002394,2024-10-30,I002772,P000607,Main,Book,pending,7.5,
H0002397,2025-12-30,I001034,P001736,Main,Book,fulfilled,8.4,2026-01-07 09:36:00
H0002398,2024-12-19,I003771,P002916,Main,Book,fulfilled,4.0,2024-12-23 00:00:00
H0002401,2024-04-27,I003559,P001791,Main,Book,fulfilled,5.0,2024-05-02 00:00:00
H0002402,2025-09-07,I003504,P001024,Main,Book,fulfilled,8.0,2025-09-15 00:00:00
H0002403,2024-02-18,I002966,P002814,Main,Book,fulfilled,3.1,2024-02-21 02:24:00
H0002406,2024-06-23,I003911,P001262,Main,Book,fulfilled,5.0,2024-06-28 00:00:00
H0002408,2025-02-27,I004522,P002673,Main,Book,fulfilled,10.8,2025-03-09 19:12:00
H0002410,2025-06-04,I003193,P001762,Main,CourseReserve,fulfilled,3.5,2025-06-07 12:00:00
H0002411,2025-07-31,I005749,P000066,Main,CourseReserve,fulfilled,2.9,2025-08-02 21:36:00
H0002412,2025-06-26,I004386,P001501,Main,Book,pending,1.9,
H0002415,2024-04-12,I002237,P000234,Main,Laptop,fulfilled,5.3,2024-04-17 07:12:00
H0002416,2025-03-26,I000659,P002266,Main,Book,fulfilled,5.5,2025-03-31 12:00:00
H0002417,2024-02-05,I003749,P001597,Main,Book,fulfilled,3.8,2024-02-08 19:12:00
H0002420,2025-05-02,I000261,P000289,Main,Book,pending,16.5,
H0002424,2025-01-12,I002687,P000613,Main,Book,expired,6.0,
H0002425,2025-08-11,I004806,P002138,Main,Book,fulfilled,5.2,2025-08-16 04:48:00
H0002426,2024-09-04,I000925,P000626,Main,Book,cancelled,2.9,
H0002427,2025-05-24,I002135,P000922,Main,Book,pending,4.1,
H0002429,2024-03-25,I001979,P002627,Main,DVD,fulfilled,4.3,2024-03-29 07:12:00
H0002431,2025-02-28,I004636,P002526,Main,CourseReserve,fulfilled,5.2,2025-03-05 04:48:00
H0002432,2024-03-13,I001228,P002272,Main,Book,cancelled,4.8,
H0002434,2024-01-29,I002456,P001315,Main,Book,fulfilled,9.9,2024-02-07 21:36:00
H0002435,2024-03-26,I005951,P001605,Main,Book,cancelled,11.1,
H0002436,2025-12-27,I000651,P001671,Main,Book,fulfilled,4.6,2025-12-31 14:24:00
H0002437,2025-04-09,I002650,P002099,Main,Book,fulfilled,7.6,2025-04-16 14:24:00
H0002440,2025-09-08,I004909,P001290,Main,Book,fulfilled,14.2,2025-09-22 04:48:00
H0002441,2025-11-11,I004396,P001792,Main,DVD,fulfilled,5.5,2025-11-16 12:00:00
H0002445,2025-07-30,I000932,P000344,Main,DVD,fulfilled,4.1,2025-08-03 02:24:00
H0002446,2025-06-14,I002420,P001513,Main,Book,fulfilled,5.6,2025-06-19 14:24:00
H0002447,2024-05-11,I000590,P000490,Main,Book,pending,3.5,
H0002448,2025-01-05,I003829,P002967,Main,DVD,fulfilled,5.6,2025-01-10 14:24:00
H0002449,2024-09-12,I003341,P002585,Main,Laptop,cancelled,3.5,
H0002450,2024-06-09,I000917,P000017,Main,Book,fulfilled,4.2,2024-06-13 04:48:00
H0002453,2024-03-10,I000406,P001636,Main,Laptop,cancelled,6.2,
H0002454,2025-11-18,I002216,P001262,Main,Book,fulfilled,2.5,2025-11-20 12:00:00
H0002455,2024-12-15,I004927,P002605,Main,Book,expired,6.1,
H0002458,2025-12-06,I000689,P001928,Main,Book,fulfilled,7.2,2025-12-13 04:48:00
H0002462,2024-07-08,I003807,P002565,Main,Book,pending,1.4,
H0002464,2024-10-29,I004098,P002140,Main,Book,fulfilled,6.2,2024-11-04 04:48:00
H0002465,2025-11-15,I000628,P002593,Main,Book,pending,3.4,
H0002467,2025-10-10,I003341,P000381,Main,Laptop,fulfilled,3.3,2025-10-13 07:12:00
H0002469,2024-07-11,I000578,P002112,Main,CourseReserve,expired,5.1,
H0002471,2024-02-21,I001760,P000648,Main,Book,fulfilled,4.0,2024-02-25 00:00:00
H0002472,2024-05-23,I000651,P000485,Main,Book,fulfilled,5.6,2024-05-28 14:24:00
H0002475,2024-09-12,I000963,P001560,Main,Book,fulfilled,5.7,2024-09-17 16:48:00
H0002476,2025-04-03,I001566,P002211,Main,Book,fulfilled,6.3,2025-04-09 07:12:00
H0002477,2025-04-15,I001149,P000817,Main,DVD,pending,12.9,
H0002478,2024-05-07,I001829,P001832,Main,DVD,cancelled,5.4,
H0002480,2025-10-24,I000243,P002840,Main,Laptop,expired,7.2,
H0002481,2024-04-29,I005562,P002570,Main,CourseReserve,fulfilled,3.3,2024-05-02 07:12:00
H0002482,2025-02-11,I003166,P002510,Main,Book,fulfilled,7.9,2025-02-18 21:36:00
H0002483,2024-11-22,I002627,P000828,Main,Book,expired,8.1,
H0002484,2025-01-05,I001434,P002473,Main,Book,fulfilled,5.5,2025-01-10 12:00:00
H0002485,2025-09-01,I004970,P002767,Main,Book,fulfilled,7.0,2025-09-08 00:00:00
H0002488,2025-01-13,I002995,P002593,Main,Book,pending,2.9,
H0002496,2025-09-09,I005402,P002199,Main,CourseReserve,fulfilled,2.3,2025-09-11 07:12:00
H0002498,2025-04-03,I005583,P001152,Main,DVD,cancelled,7.9,
H0002500,2024-09-15,I001254,P002296,Main,Book,fulfilled,4.5,2024-09-19 12:00:00
H0002501,2024-10-11,I000764,P002168,Main,Book,fulfilled,9.1,2024-10-20 02:24:00
H0002502,2025-12-19,I000359,P000564,Main,CourseReserve,fulfilled,5.4,2025-12-24 09:36:00
H0002504,2024-02-12,I001775,P001701,Main,DVD,fulfilled,3.3,2024-02-15 07:12:00
H0002507,2024-09-25,I005660,P002785,Main,Book,expired,5.7,
H0002508,2024-12-05,I005665,P002443,Main,Book,fulfilled,6.8,2024-12-11 19:12:00
H0002511,2024-08-02,I004423,P000032,Main,Book,cancelled,4.6,
H0002513,2024-08-30,I000956,P001515,Main,Book,fulfilled,6.4,2024-09-05 09:36:00
H0002514,2025-07-29,I005064,P001676,Main,Book,fulfilled,1.5,2025-07-30 12:00:00
H0002515,2025-09-30,I002588,P002123,Main,Book,fulfilled,3.7,2025-10-03 16:48:00
H0002516,2025-06-04,I004877,P001781,Main,Book,fulfilled,3.3,2025-06-07 07:12:00
H0002517,2024-12-29,I000230,P000825,Main,Book,cancelled,3.3,
H0002518,2025-11-14,I001366,P002824,Main,Book,fulfilled,5.5,2025-11-19 12:00:00
H0002519,2024-09-16,I003655,P000176,Main,Book,fulfilled,2.8,2024-09-18 19:12:00
H0002523,2025-08-24,I001780,P002331,Main,DVD,fulfilled,9.2,2025-09-02 04:48:00
H0002524,2025-12-28,I001081,P002129,Main,DVD,cancelled,5.6,
H0002526,2024-08-29,I003981,P001048,Main,DVD,fulfilled,7.3,2024-09-05 07:12:00
H0002527,2025-10-06,I003870,P001902,Main,Book,fulfilled,2.2,2025-10-08 04:48:00
H0002528,2025-10-19,I001089,P000997,Main,CourseReserve,pending,3.4,
H0002529,2025-01-11,I004689,P001646,Main,Book,fulfilled,7.1,2025-01-18 02:24:00
H0002530,2024-01-20,I000679,P001353,Main,CourseReserve,cancelled,5.2,
H0002533,2024-08-27,I003315,P001871,Main,Book,fulfilled,10.1,2024-09-06 02:24:00
H0002536,2025-12-26,I002903,P001513,Main,Book,fulfilled,6.6,2026-01-01 14:24:00
H0002538,2024-01-21,I003774,P002128,Main,Book,fulfilled,4.0,2024-01-25 00:00:00
H0002539,2025-03-05,I000806,P001099,Main,Book,fulfilled,9.0,2025-03-14 00:00:00
H0002542,2024-04-04,I000172,P000226,Main,Book,fulfilled,4.9,2024-04-08 21:36:00
H0002548,2024-01-01,I001042,P002423,Main,DVD,expired,10.7,
H0002549,2024-09-17,I004713,P002753,Main,Book,expired,6.2,
H0002550,2024-03-10,I000054,P000479,Main,Laptop,fulfilled,4.7,2024-03-14 16:48:00
H0002551,2025-03-14,I002221,P000452,Main,Book,fulfilled,6.6,2025-03-20 14:24:00
H0002553,2025-10-31,I004694,P001782,Main,Book,fulfilled,2.6,2025-11-02 14:24:00
H0002560,2025-10-21,I002253,P001205,Main,Book,fulfilled,7.1,2025-10-28 02:24:00
H0002561,2025-05-11,I002819,P001856,Main,Book,fulfilled,4.1,2025-05-15 02:24:00
H0002564,2025-02-05,I002604,P000841,Main,Book,fulfilled,8.3,2025-02-13 07:12:00
H0002566,2025-04-21,I000543,P001434,Main,Book,fulfilled,10.8,2025-05-01 19:12:00
H0002567,2025-12-16,I001622,P002800,Main,Book,expired,3.8,
H0002569,2024-06-08,I002339,P000773,Main,Book,fulfilled,1.8,2024-06-09 19:12:00
H0002571,2025-12-23,I000968,P001513,Main,Book,cancelled,10.6,
H0002572,2025-10-08,I002836,P001400,Main,Laptop,fulfilled,4.8,2025-10-12 19:12:00
H0002573,2024-07-13,I001145,P002410,Main,Book,expired,5.3,
H0002577,2024-09-07,I004627,P002876,Main,Book,fulfilled,9.8,2024-09-16 19:12:00
H0002578,2024-05-10,I001640,P000399,Main,CourseReserve,fulfilled,4.1,2024-05-14 02:24:00
H0002579,2024-10-26,I002758,P001411,Main,Laptop,fulfilled,5.3,2024-10-31 07:12:00
H0002580,2025-10-24,I005071,P002418,Main,Book,pending,7.3,
H0002583,2025-07-25,I000768,P002109,Main,DVD,expired,2.6,
H0002584,2024-12-23,I002242,P001827,Main,Book,fulfilled,4.5,2024-12-27 12:00:00
H0002586,2025-02-06,I005607,P001052,Main,DVD,fulfilled,3.8,2025-02-09 19:12:00
H0002587,2024-09-21,I000854,P000879,Main,Laptop,fulfilled,2.7,2024-09-23 16:48:00
H0002588,2025-09-11,I005043,P002229,Main,Book,pending,4.5,
H0002589,2025-04-11,I002120,P000924,Main,Laptop,fulfilled,8.6,2025-04-19 14:24:00
H0002590,2024-03-04,I000683,P002498,Main,Book,pending,9.3,
H0002591,2024-07-31,I003830,P002927,Main,Book,fulfilled,4.2,2024-08-04 04:48:00
H0002594,2024-12-18,I005042,P001210,Main,Book,fulfilled,4.1,2024-12-22 02:24:00
H0002595,2024-04-03,I004283,P000041,Main,Book,fulfilled,4.8,2024-04-07 19:12:00
H0002596,2024-10-31,I003574,P002024,Main,CourseReserve,fulfilled,3.9,2024-11-03 21:36:00
H0002597,2024-08-22,I002776,P000698,Main,Book,pending,6.6,
H0002600,2024-12-24,I005095,P001085,Main,Book,fulfilled,2.2,2024-12-26 04:48:00
H0002602,2024-08-10,I001210,P001603,Main,CourseReserve,expired,6.1,
H0002603,2024-12-22,I000974,P002026,Main,Book,fulfilled,3.3,2024-12-25 07:12:00
H0002607,2025-01-17,I000848,P000913,Main,CourseReserve,expired,7.4,
H0002609,2024-04-22,I004613,P001723,Main,Book,fulfilled,2.2,2024-04-24 04:48:00
H0002610,2025-08-03,I000649,P000142,Main,DVD,fulfilled,10.3,2025-08-13 07:12:00
H0002611,2025-06-29,I000281,P002463,Main,Laptop,fulfilled,1.9,2025-06-30 21:36:00
H0002612,2025-12-29,I000574,P001092,Main,Book,fulfilled,4.6,2026-01-02 14:24:00
H0002616,2024-04-17,I003523,P001992,Main,Book,cancelled,5.6,
H0002617,2025-07-28,I002572,P000663,Main,Laptop,expired,4.7,
H0002618,2025-10-09,I005306,P002972,Main,Book,fulfilled,15.4,2025-10-24 09:36:00
H0002619,2024-07-08,I000515,P002987,Main,Book,fulfilled,1.4,2024-07-09 09:36:00
H0002621,2025-09-09,I003182,P001550,Main,Book,expired,3.4,
H0002622,2025-12-29,I003561,P001471,Main,Book,fulfilled,5.1,2026-01-03 02:24:00
H0002623,2024-05-13,I005888,P002299,Main,Laptop,cancelled,2.9,
H0002625,2025-07-11,I005445,P000208,Main,Book,fulfilled,4.4,2025-07-15 09:36:00
H0002627,2024-05-19,I001919,P002898,Main,Book,fulfilled,4.6,2024-05-23 14:24:00
H0002628,2024-09-06,I000386,P001184,Main,DVD,cancelled,4.2,
H0002631,2024-04-27,I005092,P000562,Main,Book,fulfilled,5.2,2024-05-02 04:48:00
H0002632,2024-10-09,I001269,P002933,Main,Book,fulfilled,5.7,2024-10-14 16:48:00
H0002634,2024-05-02,I004417,P000350,Main,Book,fulfilled,2.3,2024-05-04 07:12:00
H0002636,2024-04-28,I005473,P002800,Main,Book,fulfilled,3.8,2024-05-01 19:12:00
H0002637,2025-07-21,I005086,P001590,Main,Book,fulfilled,4.3,2025-07-25 07:12:00
H0002638,2025-06-20,I001388,P001045,Main,Book,fulfilled,5.6,2025-06-25 14:24:00
H0002640,2024-01-08,I001977,P001092,Main,Book,fulfilled,9.7,2024-01-17 16:48:00
H0002641,2025-11-15,I005059,P001105,Main,Book,fulfilled,2.1,2025-11-17 02:24:00
H0002643,2024-02-26,I005930,P000442,Main,Laptop,fulfilled,5.9,2024-03-02 21:36:00
H0002645,2025-02-14,I002422,P000391,Main,Book,fulfilled,9.0,2025-02-23 00:00:00
H0002652,2025-08-04,I001428,P002784,Main,CourseReserve,fulfilled,7.9,2025-08-11 21:36:00
H0002653,2025-09-13,I002829,P001430,Main,Book,fulfilled,7.9,2025-09-20 21:36:00
H0002654,2024-07-21,I000594,P000555,Main,Book,fulfilled,3.6,2024-07-24 14:24:00
H0002658,2024-03-08,I004069,P002627,Main,Book,fulfilled,4.5,2024-03-12 12:00:00
H0002659,2025-01-22,I001074,P000929,Main,Book,cancelled,4.9,
H0002665,2024-08-12,I003986,P002299,Main,CourseReserve,fulfilled,3.6,2024-08-15 14:24:00
H0002667,2024-05-03,I001357,P002083,Main,Laptop,cancelled,5.8,
H0002670,2025-04-21,I001604,P002586,Main,Book,fulfilled,3.2,2025-04-24 04:48:00
H0002671,2024-11-23,I004189,P001191,Main,Book,expired,7.3,
H0002672,2024-04-06,I003341,P001178,Main,Laptop,cancelled,13.0,
H0002675,2024-06-04,I003482,P002268,Main,Book,fulfilled,2.5,2024-06-06 12:00:00
H0002676,2024-11-20,I000844,P002527,Main,CourseReserve,fulfilled,5.7,2024-11-25 16:48:00
H0002677,2025-06-07,I002944,P000907,Main,Book,fulfilled,6.6,2025-06-13 14:24:00
H0002678,2024-09-27,I004632,P002226,Main,Book,fulfilled,3.7,2024-09-30 16:48:00
H0002679,2025-02-15,I002998,P002873,Main,Book,fulfilled,3.8,2025-02-18 19:12:00
H0002681,2024-11-21,I000694,P000676,Main,Book,fulfilled,3.2,2024-11-24 04:48:00
H0002684,2025-08-25,I001210,P001655,Main,CourseReserve,cancelled,5.1,
H0002685,2024-10-24,I000179,P000967,Main,CourseReserve,fulfilled,5.5,2024-10-29 12:00:00
H0002687,2024-09-10,I003295,P001087,Main,CourseReserve,fulfilled,3.5,2024-09-13 12:00:00
H0002689,2025-12-08,I003773,P002769,Main,Book,fulfilled,4.8,2025-12-12 19:12:00
H0002693,2024-02-29,I003007,P001939,Main,Laptop,fulfilled,6.7,2024-03-06 16:48:00
H0002695,2024-08-07,I004306,P000728,Main,Book,fulfilled,4.5,2024-08-11 12:00:00
H0002700,2024-03-07,I002625,P002834,Main,Book,fulfilled,7.8,2024-03-14 19:12:00
H0002701,2024-03-02,I000777,P000724,Main,Book,expired,7.6,
H0002702,2025-04-09,I005928,P000180,Main,Book,fulfilled,11.1,2025-04-20 02:24:00
H0002705,2025-08-30,I000898,P002513,Main,Laptop,fulfilled,3.7,2025-09-02 16:48:00
H0002707,2024-08-26,I001353,P001845,Main,Book,fulfilled,4.7,2024-08-30 16:48:00
H0002710,2025-01-02,I003747,P002632,Main,Book,fulfilled,5.6,2025-01-07 14:24:00
H0002711,2025-05-08,I003306,P000106,Main,Book,fulfilled,7.2,2025-05-15 04:48:00
H0002712,2024-05-22,I002110,P001233,Main,CourseReserve,fulfilled,5.6,2024-05-27 14:24:00
H0002714,2024-09-08,I000230,P001852,Main,Book,fulfilled,3.4,2024-09-11 09:36:00
H0002715,2024-11-30,I002214,P001066,Main,CourseReserve,fulfilled,9.9,2024-12-09 21:36:00
H0002717,2024-07-30,I005720,P002007,Main,Book,fulfilled,14.0,2024-08-13 00:00:00
H0002718,2024-03-01,I000225,P002578,Main,Book,fulfilled,7.5,2024-03-08 12:00:00
H0002720,2025-03-13,I002028,P000691,Main,CourseReserve,fulfilled,8.2,2025-03-21 04:48:00
H0002721,2025-09-07,I001691,P002944,Main,Book,fulfilled,4.3,2025-09-11 07:12:00
H0002722,2025-11-01,I002389,P000331,Main,Book,fulfilled,6.1,2025-11-07 02:24:00
H0002726,2025-05-05,I003484,P001038,Main,CourseReserve,expired,4.3,
H0002728,2024-03-11,I005228,P000989,Main,Laptop,fulfilled,6.5,2024-03-17 12:00:00
H0002729,2024-05-29,I004334,P001098,Main,Book,fulfilled,5.5,2024-06-03 12:00:00
H0002731,2024-11-27,I001090,P002340,Main,Book,fulfilled,6.6,2024-12-03 14:24:00
H0002732,2024-08-05,I001003,P001378,Main,DVD,fulfilled,5.3,2024-08-10 07:12:00
H0002734,2025-01-30,I001285,P002162,Main,Book,fulfilled,3.9,2025-02-02 21:36:00
H0002735,2024-12-31,I001952,P001009,Main,Book,fulfilled,3.4,2025-01-03 09:36:00
H0002736,2025-02-19,I004167,P000464,Main,Book,fulfilled,3.0,2025-02-22 00:00:00
H0002738,2025-10-16,I000051,P002600,Main,CourseReserve,fulfilled,4.2,2025-10-20 04:48:00
H0002739,2024-04-06,I005227,P002849,Main,Book,fulfilled,8.0,2024-04-14 00:00:00
H0002740,2025-10-05,I000756,P001871,Main,DVD,fulfilled,4.2,2025-10-09 04:48:00
H0002742,2025-04-04,I000311,P000381,Main,Book,expired,9.9,
H0002746,2025-10-01,I003347,P002413,Main,Book,fulfilled,3.8,2025-10-04 19:12:00
H0002748,2024-02-28,I004104,P001844,Main,Book,fulfilled,4.4,2024-03-03 09:36:00
H0002750,2025-07-12,I000066,P001994,Main,Book,cancelled,6.1,
H0002752,2024-05-04,I001950,P001222,Main,Book,cancelled,3.6,
H0002754,2025-05-12,I002328,P001361,Main,Book,fulfilled,6.0,2025-05-18 00:00:00
H0002758,2025-11-08,I002471,P001526,Main,Book,fulfilled,7.5,2025-11-15 12:00:00
H0002759,2025-01-08,I001276,P000068,Main,Book,fulfilled,4.7,2025-01-12 16:48:00
H0002761,2024-08-05,I002568,P001038,Main,Book,fulfilled,6.4,2024-08-11 09:36:00
H0002762,2025-08-20,I001307,P001581,Main,Book,fulfilled,4.2,2025-08-24 04:48:00
H0002763,2025-11-08,I003035,P001221,Main,Book,expired,4.2,
H0002767,2024-01-31,I004808,P001588,Main,CourseReserve,fulfilled,7.6,2024-02-07 14:24:00
H0002770,2024-02-09,I003911,P001067,Main,Book,fulfilled,2.8,2024-02-11 19:12:00
H0002772,2024-12-03,I003161,P002869,Main,Book,cancelled,3.7,
H0002775,2024-04-08,I005390,P002399,Main,DVD,fulfilled,4.2,2024-04-12 04:48:00
